itemid,shopid,name,variations,brand,shop_location,view_count,sold,rating_star,rating_count(1* - 5*),price
1934282131,62860987,Mặt nạ dưỡng ẩm sáng da Mediheal Placenta / Tea Tree / Collagen / Vita Mask - Nhau thai / Trà tràm N.M.F NMF,"['Placenta - Nhau thai', 'Tea trea - Trà tràm', 'Vita', 'Collagen', 'N.M.F']",,Đồng Nai,546,61,4.994708994708994,"[0, 0, 0, 2]","[1700000000, 2100000000]"
1564160038,433229,Mặt Nạ Mắt JM Solution Lumious Eye Patch,"['Honey-Mật Ong', 'Marine-Ngọc Trai', 'Cocoon-Kén Tằm']",No Brand,TP. Hồ Chí Minh,1957,60,4.982795698924731,"[0, 0, 2, 4]","[28000000000, 28000000000]"
985233237,357604,Sữa rửa mặt và đất sét 2 in 1 Naruko tràm trà,"['Bản Đài', 'Bản Trung']",NARUKO,Hà Nội,918,46,4.97196261682243,"[4, 1, 2, 4]","[16400000000, 16400000000]"
7855420020,353032,The Ordinary - Tinh chất cấp ẩm hồi phục da The Ordinary Hyaluronic Acid 2% + B5,[''],The Ordinary.,TP. Hồ Chí Minh,3767,44,4.994708994708994,"[0, 0, 0, 2]","[26900000000, 26900000000]"
2084225737,37686516,Kem chống nắng CLARINS 30ml/50ml fullbox chuẩn auth,"['Trắng tranlucen', 'Hồng rosy glow', 'Xanh fairness', 'Tester trắng', 'Tester hồng']",,Hà Nội,4816,41,4.992537313432836,"[0, 0, 0, 3]","[69000000000, 101500000000]"
267617606,507430,Mặt Nạ Thải Độc Su:m 37 Bright Award Bubble-De Mask,"['1 gói', '5 gói']",Mọi loại da,TP. Hồ Chí Minh,591,41,4.972318339100346,"[2, 0, 3, 10]","[950000000, 4500000000]"
1528663048,407022,Dầu nụ tầm xuân Now Rose Hip Seed Oil,"['Fullsize 30ml', 'BS 10ml dùng thử ', 'BS 20ml dùng thử ', 'BS 5ml dùng thử ']",No Brand,TP. Hồ Chí Minh,1166,31,4.977611940298507,"[1, 0, 3, 5]","[5000000000, 18500000000]"
2218281745,45788176,Nước tẩy trang SENKA A.L.L. CLEAR WATER Micellar Formula White 230ml,"['230ml', 'Tẩy trang+SRM 50g']",Senka,Hà Nội,734,24,4.9628587507034325,"[3, 3, 8, 33]","[8910000000, 8910000000]"
571336359,20553711,(Có sẵn )1 Hộp mặt nạ HA 20 miếng xanh và tím,"['xanh', 'tím', 'mix']",No Brand,Lào Cai,978,24,4.959066901408451,"[11, 3, 5, 30]","[6507500000, 6850000000]"
512725695,23039527,Tẩy Tế Bào Chết Cho Mặt Organic Shop Đủ Vị,"['Anh Đào Gừng Scrub', 'Xoài Mơ Peeling', 'Cà Phê Gommage']",No Brand,Hà Tĩnh,448,17,4.9923273657289,"[0, 0, 0, 3]","[4300000000, 4300000000]"
1934559439,979943,Bộ dưỡng trắng da Some By Mi Galactomyces pure vitamin C Glow,"['1 chai serum', '1 chai toner', 'combo toner +serum']",Some By Mi,TP. Hồ Chí Minh,1940,6,4.969187675070028,"[3, 2, 1, 13]","[25200000000, 25900000000]"
5008182008,96722773,"[Có Bill - 100ml] Kem làm lành sẹo, thâm và phục hồi da Avène Cicalfate+",[''],No Brand,Bình Dương,597,4,4.986784140969163,"[0, 0, 0, 6]","[30100000000, 30100000000]"
2059102803,53244992,[Auth Hàn] Combo Serum Red Peel và Serum Sữa Kích Trắng Milk Oil - Trọn Bộ Tinh Chất,"['Red Peel & Milk Oil', 'Red Peel', 'Milk Oil']",No Brand,TP. Hồ Chí Minh,314,4,4.981308411214953,"[0, 0, 1, 8]","[31500000000, 64500000000]"
179213849,10667644,Kem chống nắng Omi Sunbear,"['Màu xanh', 'Màu đỏ']",No Brand,TP. Hồ Chí Minh,175,4,4.976154992548435,"[0, 0, 5, 6]","[11500000000, 11500000000]"
1258006624,360913,Kem dưỡng Bio các loại,"['Bl0-SeKhítPore', 'Bl0-DưỡngẨmGelcream', 'Bl0-CicabioCream40ml', 'Bl0-CicabioCrem100ml', 'Bl0-CicaioLotion40ml', 'Bl0-MatControl', 'TẩyDaChếtBl0', 'Bl0-serumDuongAm', 'Bio-kemHydra']",No Brand,Hà Nội,526,2,4.985416666666667,"[0, 0, 2, 3]","[24000000000, 28000000000]"
964928815,59597911,Bùn non rửa mặt dưỡng sáng Acnes Baby Mud Cleanser 100g,[''],Acnes,TP. Hồ Chí Minh,407,2,4.990267639902676,"[0, 0, 0, 4]","[6300000000, 6300000000]"
4012030482,77523532,COMBO LÀM SẠCH SIMPLE TẨY TRANG + SỮA RỬA MẶT + NƯỚC HOA HỒNG,[''],No Brand,TP. Hồ Chí Minh,94861,1963,4.9522382798731055,"[8, 11, 31, 150]","[26900000000, 26900000000]"
2337526965,20032053,Mặt Nạ Thải Độc Sum Hàn Quốc-Mask Sủi Bọt Hút Chì,"['Đen', 'Trắng']",No Brand,Hà Nội,8527,1815,4.958886780518659,"[3, 2, 8, 31]","[820000000, 850000000]"
6455173985,314530125,Mặt Nạ Dưỡng Ẩm Dưỡng Trắng Da HA Maycreate Mask Ha 1 miếng Hàng Nội Địa Trung,"['Nạ Xanh', 'Nạ Tím']",Maycreate,Hà Nội,18792,1249,4.972027972027972,"[0, 1, 2, 17]","[350000000, 350000000]"
7418602974,17218651,Mặt Nạ 3d Foodaholic Hàn Quốc Lẻ 1 miếng,"['Collagen', 'Lô Hội', 'Ốc Sên', 'Sâm', 'Khoai Tây', 'Trà Xanh', 'Lựu', 'Dưa Leo', 'Cà Chua ', 'Đậu Xanh', 'Cam ', 'Mật Ong', 'Ngũ Cốc', 'Việt Quất', 'Oliu', 'Q10']",3D Food a Holic,Hà Nội,3889,1179,4.9734375,"[3, 0, 0, 5]","[550000000, 550000000]"
1686819394,52620077,"[Hàng chính hãng] Miếng dán mụn, vết thương, sẹo, phỏng bô...đa năng Duoderm Extrathin 5x10cm, 10*10 cm","['1 Miếng 10x10 ko kim', '1 Miếng 10x10 + 3kim', '1 Miếng 5x20 ko kim', '1 Miếng 5x20 + 3kim', '1 Miếng 5x10 ko kim', '1 Miếng 5x10 + 3 kim']",,TP. Hồ Chí Minh,40848,1067,4.954863318499682,"[6, 8, 17, 64]","[3800000000, 5200000000]"
8154769060,106665958,"Mặt Nạ Nhau Thai Cừu,Mặt Nạ Tế Bào Gốc trắng da, làm mờ nám và tàn nhang - Mask Cuống Rốn Nhật Bản","['1 Miếng', '5 miếng']",,TP. Hồ Chí Minh,2132,998,4.995073891625616,"[0, 0, 1, 0]","[550000000, 2700000000]"
6634563164,183705378,"Mặt Nạ Giấy Nha Đam Dưỡng Da, Cấp Ẩm Tinh Chất Lô Hội Images",[''],,Hà Nội,2757,1066,4.969481180061037,"[2, 0, 4, 14]","[249900000, 249900000]"
9921542244,9870783,"Sample BULE COPPER PEPTIDE dưỡng da, chống lão hoá, giảm viêm mụn Lucenbase",[''],No Brand,Hà Nội,4901,752,4.965189873417722,"[1, 2, 10, 14]","[1000000000, 1000000000]"
6756527238,29627406,[Hot] tinh chất Thần Kỳ siêu đắt đỏ Sum 37 Essence 1ml,[''],,TP. Hồ Chí Minh,2878,765,4.9906976744186045,"[0, 0, 1, 2]","[575000000, 575000000]"
2765502888,175753395,Nước Bí Đao Cân Bằng Da Cocoon 140ml,[''],cocoon,TP. Hồ Chí Minh,21180,721,4.953561342955758,"[6, 4, 21, 73]","[17500000000, 17500000000]"
2334255533,115570407,[Mã SKAMSALE06 giảm 10% tối đa 100K đơn 150K] Sữa rửa mặt tạo bọt Hada Labo Nhật Bản,"['Chai màu trắng', 'Chai màu xanh']",,Hà Nội,23246,658,4.955759599332221,"[4, 2, 13, 58]","[12400000000, 12400000000]"
272603463,8252086,Sữa rửa mặt CeraVe 3oz,"['Da dầu', 'Da khô']",CERAVE,TP. Hồ Chí Minh,32610,632,4.962172647914646,"[7, 3, 6, 33]","[18000000000, 18000000000]"
7033299396,122194950,100GR Bột cám gạo sữa nguyên chất Organic Handmade - B1.005,"['Loại 1 - Cám gạo sữa', 'Loại 2 -Màng cám gạo']",No Brand,TP. Hồ Chí Minh,9006,626,4.960407239819005,"[9, 0, 8, 18]","[1500000000, 2500000000]"
2045201375,83432445,Toner diếp cá se lỗ chân lông-giảm mụn Dokudami 500ml Nhật Bản,[''],No Brand,TP. Hồ Chí Minh,15027,599,4.964932787843367,"[4, 0, 9, 30]","[11000000000, 11000000000]"
4952784713,155098200,[Mã SKAMSALE06 giảm 10% tối đa 100K đơn 150K] Sữa rửa mặt Cosrx Low pH Good Morning Gel Cleanser,['Low pH Good Morning'],COSRX,TP. Hồ Chí Minh,15507,491,4.963541666666667,"[2, 6, 6, 38]","[17800000000, 17800000000]"
2705096111,157824670,Nước Thần Siêu Căng Bóng Centella Toner - Dr.Pepti,[''],Dr.Jart+,TP. Hồ Chí Minh,16123,490,4.96930693069307,"[1, 2, 3, 15]","[23000000000, 23000000000]"
1520139152,20895938,Tẩy tế bào chết hóa học COSRX BHA Blackhead Power Liquid 100ML,"['FULL 100ML', 'MẪU THỬ 10ML', 'MẪU THỬ 20ML', 'MẪU THỬ 30ML', 'MẪU THỬ 40ML KÈM GỐC', 'MẪU THỬ 50ML KÈM GỐC']",COSRX,Hà Nội,22289,441,4.956306677658698,"[5, 1, 15, 53]","[6500000000, 31900000000]"
7662823900,52043370,Nước tẩy trang Loreal - L'Oreal Paris 3-in-1 Micellar Water,"['Xanh nhạt - Tươi mát', 'Hồng - Dưỡng ẩm', 'Xanh đậm - Sạch sâu']",No Brand,Hà Nội,11462,435,4.964512040557668,"[5, 2, 4, 22]","[13900000000, 14900000000]"
5800352999,184695342,Combo mặt nạ dưỡng da nội địa trung cao cấp,"['COMBO 10 Miếng', 'COMBO 20 Miếng', '20 mask cao cấp']",Bioaqua,Hà Nội,9405,413,4.96,"[5, 2, 12, 35]","[2800000000, 5900000000]"
1133645414,65228227,Mặt Nạ Dưỡng Vùng Mắt Của Images Hàng Nội Địa Trung,"['Green mug bean', 'Golden osmanthus', 'Tender compactio', 'Collagen Moisturing']",Images,Hà Nội,3785,409,4.9544131910766245,"[9, 2, 27, 45]","[342000000, 342000000]"
1239454683,74150926,Lẻ 1 miếng mặt nạ môi Bioaqua - Dưỡng ẩm và làm mờ thâm,[''],Bioaqua,Hà Nội,1595,504,4.965998256320837,"[2, 1, 3, 22]","[190000000, 190000000]"
2599887025,8252086,Kem chống nắng kiểm soát dầu Eucerin Sun Gel-Creme Oil Control Dry Touch SPF 50+,[''],Eucerin,TP. Hồ Chí Minh,17107,380,4.955471177079738,"[4, 2, 23, 61]","[32500000000, 32500000000]"
9717708326,210104545,Kem Chống Nắng Ngăn Ngừa Tia UVA và UVB The Saem Eco Earth Sun Cream 50g,"['Light - Vàng', 'Tone up - Trắng', 'Pink - Hồng', 'Not For Sale Vàng', 'Not For Sale Hồng']",,TP. Hồ Chí Minh,17344,373,4.967248908296943,"[0, 0, 3, 24]","[13500000000, 15500000000]"
3307658108,507430,[NEW]Nước tẩy trang Simple Micellar Cleansing Water 200ml,[''],simple,TP. Hồ Chí Minh,10661,281,4.975031210986267,"[3, 0, 3, 6]","[8900000000, 8900000000]"
316444809,249374,Nước tẩy trang Garnier Pháp 400ml - Cila house,"['Hồng Đậm (Da khô)', 'Hồng (da thường,khô)', 'Xanh lá (da dầu)', 'Pure Active(bản Đức)', 'Vàng trắng lai dầu', 'Xanh lai dầu']",GARNIER,Hà Nội,6147,257,4.95940594059406,"[4, 2, 9, 42]","[17900000000, 17900000000]"
7863862687,170393279,Bộ Đôi Nước cân bằng làm sạch dầu nhờn và ngăn ngừa mụn Mamonde Pore Clean Toner 250mlx2,[''],Mamonde,TP. Hồ Chí Minh,14671,248,4.983666061705989,"[0, 0, 2, 5]","[54900000000, 54900000000]"
6211601530,210104545,Hộp 5 Miếng Mặt Nạ Đen Tràm Trà Sexylook Kiểm Soát Dầu Và Mụn Tea Tree Anti 28mlx5,[''],,TP. Hồ Chí Minh,7529,238,4.970588235294118,"[0, 2, 2, 16]","[13500000000, 13500000000]"
5104447563,8458890,Bông Tẩy Trang Cotton 222 Miếng Hàng Nội Địa Trung,[''],,Hà Nội,1520,231,4.967993079584775,"[4, 0, 3, 15]","[2500000000, 2500000000]"
2028773140,133876645,Kem Dưỡng Trắng Da Mờ Nám – Tàn Nhang ZOLEY 10g ( Face Zoley Tím ),[''],Zoley,TP. Hồ Chí Minh,1337,225,4.975609756097561,"[2, 2, 0, 5]","[5400000000, 5400000000]"
2403778197,158647903,Nước hoa hồng Dear Klairs Supple Preparation Facial Toner 180ml,[''],"Dear, Klairs",Hà Nội,17800,193,4.968360498561841,"[1, 0, 4, 21]","[26950000000, 26950000000]"
3236656686,252691254,Tinh Chất giảm Mụn Chiết Xuất Rau Má Skin1004 Madagascar Centella Ampoule 55ml,[''],SKIN1004,TP. Hồ Chí Minh,23973,183,4.966449207828518,"[1, 0, 4, 24]","[26900000000, 26900000000]"
2861657373,28321649,"[MỚI 2022 ] Sữa chống nắng kiềm dầu dưỡng da thế hệ mới whoo vital hydrating sun fluid spf50+, pa+++",[''],,TP. Hồ Chí Minh,1153,225,4.997118155619597,"[0, 0, 0, 1]","[450000000, 450000000]"
5314561551,48431454,100GR Bột nghệ vàng nguyên chất Organic - mỹ phẩm Handmade,"['50gr', '100gr']",No Brand,TP. Hồ Chí Minh,1625,162,4.982174688057041,"[1, 0, 1, 4]","[990000000, 1650000000]"
4154147989,22823111,Mặt nạ hoa hồng cocoon 30ml (true rose face mask),[''],cocoon,TP. Hồ Chí Minh,13708,145,4.977064220183486,"[0, 0, 3, 9]","[12825000000, 12825000000]"
3202507551,74150926,Mặt nạ chiết xuất quả đào Beilingmei,[''],No Brand,Hà Nội,1186,139,4.979299363057325,"[1, 1, 1, 4]","[310000000, 310000000]"
5232582986,167114296,"Kem Dưỡng Rau Má Giảm Mụn, Phục Hồi Da Skin1004 Madagascar Centella Asiatica 100 Cream 75g",[''],Skin 1004,TP. Hồ Chí Minh,8899,123,4.96709323583181,"[1, 0, 4, 24]","[28900000000, 28900000000]"
6119409073,147165453,[5%/10%] Serum Sáng da giảm thâm Da The Ordinary Lactic Acid 5% / 10% + HA - Hity Beauty - Bill US,"['5% + HA', '10% + HA']",The Ordinary.,TP. Hồ Chí Minh,3468,112,4.992555831265508,"[0, 0, 0, 3]","[18000000000, 18500000000]"
1095520672,20895938,( MẪU MỚI NHẤT) KEM CHỐNG NẮNG CELL FUSION SIZE MINI 10ML VÀ FULLSIZE,"['MINISIZE 10ML ( đỏ )', 'FULLSIZ 50ML ( đỏ)', 'MINIsize 10ml (xanh)', 'fullsiz 50mml ( xanh', 'MINI 10ml ĐỎ NOBOX', 'MINI 10ml xanh nobox']",,Hà Nội,4565,108,4.9783333333333335,"[0, 0, 1, 11]","[8000000000, 36900000000]"
5323326942,232810604,"Yoosun Rau Má - Dịu mẩn ngứa, mát da, mờ sẹo, mờ thâm (Tuyb 20g)",[''],No Brand,Hà Nội,911,103,4.990243902439024,"[0, 0, 0, 4]","[2300000000, 2300000000]"
936530253,14073566,Nước hoa hồng Naturie Hatomugi Skin Conditioner 500 ml,[''],No Brand,Hà Nội,2473,92,4.957968476357268,"[7, 2, 10, 42]","[17500000000, 17500000000]"
1279650730,979943,Nước cân bằng Mamonde toner mẫu mới mini,"['nguyên set 5c', 'honey 25ml', 'rose 25ml', 'pore clean 25ml', 'Chamomile 25ml', 'aqua 25ml']",None,TP. Hồ Chí Minh,3453,69,4.960431654676259,"[2, 2, 12, 28]","[2500000000, 2500000000]"
1126930907,31897126,"Toner Green Pharmacy hoa cúc/ hoa hồng/ trà xanh thảo mộc, không cồn, lành tính dịu nhẹ","['trà xanh', 'hoa hồng', 'hoa cúc', 'Cúc T12/2021', 'Trà xanh T6/2021']",No Brand,Hà Nội,2060,64,4.9606775559588625,"[2, 4, 7, 31]","[9000000000, 16000000000]"
982725113,213598,[1 miếng 10x10cm] Miếng dán mụn hydrocolloid DuoDERM,[''],No Brand,Hà Nội,1088,62,4.981167608286253,"[0, 0, 1, 8]","[6500000000, 6500000000]"
2087139371,138781248,"Sữa chống nắng cực mạnh Sunplay Super Block SPF 81, PA++++ 70g",[''],0,TP. Hồ Chí Minh,4617,56,4.955195424213537,"[6, 4, 17, 71]","[13600000000, 13600000000]"
1598561043,14073566,Kem Tay Maycreate,"['Trà xanh', 'táo xoài', 'Hoa lily', 'dâu rừng', 'Bưởi', 'Hoa lan nam phi', 'Đào', 'Bơ hạt mỡ', 'Hoa hoè', 'Hoa hồng']",No Brand,Hà Nội,534,50,4.9592993302421435,"[3, 3, 10, 38]","[700000000, 700000000]"
455275317,1924117,(Mẫu mới) Kit trà 4 món Innisfree Green Tea Special Kit Ex (4 món),[''],innisfree,TP. Hồ Chí Minh,1590,50,4.96512641673932,"[1, 1, 5, 23]","[10900000000, 10900000000]"
34943064,360913,Sữa rửa mặt Avene các size,"['100ml', '200ml', '300ml', '400ml']",AVÈNE,Hà Nội,1639,48,4.972431077694235,"[1, 1, 1, 13]","[42000000000, 42000000000]"
2589553367,59597911,Gel ngừa mụn kháng khuẩn Acnes Sealing Jell 18g,[''],Acnes,TP. Hồ Chí Minh,3196,47,4.963282937365011,"[3, 0, 6, 27]","[5200000000, 5200000000]"
162983282,433229,Mặt nạ Innisfree Super Volcanic Pore Clay Mask 2X,[''],innisfree,TP. Hồ Chí Minh,3860,36,4.961082910321489,"[5, 2, 8, 27]","[20900000000, 20900000000]"
4517627560,229480653,[Mẫu 2020 ] NƯỚC HOA HỒNG SIMPLE KIND TO SKIN SOOTHING FACIAL Toner 200ml - HB0026,"['mẫu cũ', 'mẫu mới']",simple,Hà Nội,936,35,4.966789667896679,"[2, 0, 4, 20]","[9300000000, 9300000000]"
382803955,5115614,Tinh dầu hồi phục da ban đêm Kiehl's Midnight 2ml,[''],,Đồng Nai,281,28,4.997093023255814,"[0, 0, 0, 1]","[2000000000, 2000000000]"
413740607,9337693,Bột Trà Xanh Matcha - Đắp mặt & ủ body,"['100gr', '300gr', '50gr']",No Brand,TP. Hồ Chí Minh,454,27,4.972295514511873,"[0, 1, 4, 10]","[2000000000, 5900000000]"
2451638192,979943,Sữa Rửa Mặt Sủi Bọt Some By Mi Bye Bye Blackhead 30 Days Miracle Green Tea,[''],Some By Mi,TP. Hồ Chí Minh,861,26,4.972010178117048,"[0, 1, 4, 11]","[22500000000, 22500000000]"
2321261538,60794428,Combo 70 miếng mặt nạ dưỡng da (Mix nhiều mẫu),[''],No Brand,Hà Nội,1526,22,4.964658634538153,"[2, 2, 2, 26]","[14900000000, 14900000000]"
464950916,26393066,SỮA RỬA MẶT THEFACESHOP RICE WATER (KHÔNG HẠT),"['150ML KOREA', '100ML KOREA', '150ML CHINA', '100ML CHINA']",No Brand,TP. Hồ Chí Minh,2365,12,4.985386221294363,"[0, 0, 2, 3]","[7900000000, 7900000000]"
2554077899,126076798,(Mini size 25ml) Nước Hoa Hồng Mamonde Flower Toner,"['#25ml hoa hồng', '#25ml hoa cúc', '#25ml diếp cá', '#25ml rau má', '#25ml mật ong', '#25ml aqua peel', 'Set 5 chai 25ml']",,TP. Hồ Chí Minh,707,9,4.992307692307692,"[0, 0, 1, 1]","[2000000000, 2000000000]"
292294733,12619992,Lẻ miếng dán đẩy mụn đầu đen Goodbye Blackhead Ciracle,[''],,Hà Nội,13350,3514,4.95355266795687,"[11, 11, 10, 83]","[1100000000, 1100000000]"
6525861018,181790483,🌞 Mặt Nạ Dưỡng Da FoodAHolic (dòng Vitamin/ essential),"['Combo 5m mix màu', 'Vitamin K', 'Vitamin B', 'Vitamin D', 'Vitamin E', 'Collagen ', ""Bird's Nest"", 'Black Pear', 'Diamond ']",,TP. Hồ Chí Minh,18913,2026,4.971509971509971,"[1, 1, 3, 20]","[800000000, 800000000]"
3968556444,286096381,Mặt Nạ 🍓𝑭𝒓𝒆𝒆𝒔𝒉𝒊𝒑🍓 Mask Giấy Nha Đam Việt Quất Mật Ong - Mặt Nạ Images Cấp Ẩm Dưỡng Trắng Da,"['Nha Đam', 'Việt Quất', 'Mật Ong', 'Ngẫu Nhiên']",,TP. Hồ Chí Minh,5166,1941,4.976063829787234,"[1, 2, 1, 6]","[290000000, 299000000]"
6809336881,8252086,Kem tái tạo hồi phục da Avene Cicalfate Repair Cream,"['40ml', '100ml']",AVÈNE,TP. Hồ Chí Minh,55400,1639,4.954853273137697,"[6, 3, 30, 91]","[25500000000, 39500000000]"
4801441886,183705378,"Mặt Nạ Giấy, Mặt Nạ V7 Dưỡng Da, Cấp Ẩm Bioaqua","['V7 Dâu', 'V7 Cam', 'V7 Kiwi', 'V7 Táo', 'Mix (đặt ít nhất 4)']",,Hà Nội,3150,1208,4.960207612456747,"[4, 0, 11, 31]","[309900000, 309900000]"
1447629194,77523532,Serum mờ thâm sau mụn Vitamin C Balance Active Formula 30ml,"['Nguyên hộp ', 'Không hộp']",BALANCE,TP. Hồ Chí Minh,72783,968,4.954807138744963,"[4, 1, 34, 78]","[14500000000, 14500000000]"
2458053710,126148231,Xịt khoáng cấp ẩm làm dịu da Evoluderm 400ml chính hãng,[''],Evoluderm,TP. Hồ Chí Minh,41634,936,4.952318574796961,"[8, 4, 31, 80]","[15500000000, 15500000000]"
3853755604,312652515,Mặt nạ ngủ chiết xuất từ lô hội giúp cấp ẩm se khít lỗ chân lông hiệu quả,[''],,Nước ngoài,4462,975,4.963320463320463,"[6, 0, 6, 21]","[200000000, 200000000]"
9028114167,12325354,Nước Tẩy Trang MayCreate 300ML,['Tẩy Trang MayCreat'],No Brand,Thái Nguyên,9120,871,4.982857142857143,"[1, 0, 1, 3]","[2850000000, 2850000000]"
5928208035,234984535,[Date 2023] Gói Tẩy Da Chết Whoo Làm Sáng Da - Whoo Gongjinhyang Seol Brightening Gel,[''],,Quảng Ninh,2077,1004,4.990243902439024,"[0, 0, 0, 4]","[399000000, 399000000]"
1836011497,115570407,[Mã SKAMSALE06 giảm 10% tối đa 100K đơn 150K] Nước hoa hồng Naturie Skin Conditioner Lotion Nhật Bản (No.1 Cosme),"['Không kèm chai xịt', 'Kèm chai xịt']",No Brand,Hà Nội,27349,812,4.953030700603517,"[10, 6, 22, 80]","[16200000000, 16700000000]"
6169313706,77523532,Bông Tẩy Trang Ipek Klasik Cotton Pads,"['150 miếng', '130 miếng']",ipek,TP. Hồ Chí Minh,9861,782,4.9617880317231435,"[1, 0, 5, 39]","[3300000000, 3300000000]"
5330431561,116335515,Kem chống nắng La Roche-Posay Anthelios XL 50ml,"['15ml', '50ml mẫu mới', '50ml mẫu cũ date2/23']",LA ROCHE-POSAY,Hà Nội,20156,552,4.960429621254947,"[5, 0, 7, 36]","[38900000000, 38900000000]"
2030202085,115570407,Kem mắt ngừa thâm làm mờ nếp nhăn mắt Meishoku Whitening Eye Cream Nhật Bản,[''],,Hà Nội,22474,548,4.954515272244356,"[5, 4, 14, 77]","[18600000000, 18600000000]"
1619939369,25564322,Kem Chống Nắng La Roche-Posay Anthelios Anti-shine Gel-cream Dry Touch Finish Mattifying Effect SPF 50+ 50ml,"['Không Mùi', 'Có Mùi']",LA ROCHE-POSAY,Hà Nội,17695,525,4.9591457753017645,"[1, 3, 5, 21]","[38900000000, 38900000000]"
2653299920,51114105,Mặt nạ dưỡng mắt Image,"['Vàng', 'Trắng', 'Vàng nâu', 'Xanh lá']",No Brand,TP. Hồ Chí Minh,1493,789,4.957702349869452,"[10, 3, 5, 22]","[180000000, 180000000]"
7517578410,229480653,Bông tẩy trang Emily 120 miếng Đức - HB0020,"['emily 120 miếng', 'ipek 130 miếng', 'ola150 miếng']",No Brand,Hà Nội,4322,499,4.962227912932138,"[3, 3, 8, 22]","[2550000000, 2550000000]"
4427754887,175753395,Dung dịch chấm mụn bí đao Cocoon 5ml,[''],cocoon,TP. Hồ Chí Minh,17927,458,4.966623036649215,"[3, 1, 5, 30]","[9500000000, 9500000000]"
4948770370,116335515,nước tảy trang La Roche-Posay Micellar Water Ultra 400ml,"['da mụn - mẫn cảm', 'da dầu', 'Da nhạy cảm']",LA ROCHE-POSAY,Hà Nội,20567,447,4.963006459189665,"[3, 1, 12, 28]","[35500000000, 36900000000]"
3644306724,290067026,[ƯU ĐÃI SỐC] Kem Chống Nắng Bảo Vệ Và Dưỡng Trắng Da K’SHI Daily Sun Care 60ml SPF 50+ PA+++,[''],No Brand,TP. Hồ Chí Minh,20423,396,4.960238568588469,"[1, 1, 2, 29]","[11900000000, 11900000000]"
7052072439,53194257,Bông tẩy trang OLA Cotton Pads 120+30 miếng (150 miếng) - Ba Lan,[''],Ola,Hà Nội,2633,393,4.970725995316159,"[0, 2, 2, 15]","[2400000000, 2400000000]"
2758328934,143379862,Nước hoa hồng Klairs Supple Preparation Facial Toner Klairs 180ml Auth Hàn Quốc loại có mùi,"['Mini 30ml', 'Có mùi 180ml']",,Hà Nội,26288,385,4.959975369458128,"[0, 3, 12, 32]","[23500000000, 23500000000]"
2867339383,175889782,Mặt Nạ Trà Xanh BingJuTea Tree Removing Acne Mask P0031,[''],No Brand,Hà Nội,1796,365,4.97822445561139,"[1, 0, 1, 7]","[600000000, 600000000]"
6218392636,66709839,Tinh Chất Truyền Trắng Sur.Medic + Super Glutathione 100 Bright Ampoule 1g,"['1 ống', '5 ống']",No Brand,Hà Nội,5315,346,4.974504249291785,"[1, 2, 2, 4]","[2050000000, 2050000000]"
6641418029,85678080,Mặt nạ ngủ thạch Collagen YANJIAYI giúp nâng cơ mặt bổ sung collagen,[''],,Hà Nội,5792,336,4.974271012006861,"[2, 0, 0, 7]","[1550000000, 1550000000]"
1521880676,20895938,"Serum Balance Vitamin C giảm thâm, sáng da 30ml","['fullsize 30ml', 'dùng thử 5ml', 'dùng thử 10ml', 'thử 15ml kèm gốc']",,Hà Nội,11258,312,4.971014492753623,"[1, 1, 5, 9]","[4900000000, 14500000000]"
5453029580,66709839,Tinh Chất Căng Bóng MEDI-PEEL Bor-Tox Peptide Ampoule / Medi Peel Bortox 30ml,[''],MEDI-PEEL,Hà Nội,11133,277,4.97319034852547,"[0, 0, 6, 8]","[24100000000, 24100000000]"
2507717360,165003135,"[CHÍNH HÃNG, FREESHIP] Kem Mụn Dưỡng Da Hoa Đào",[''],No Brand,Quảng Nam,6497,277,4.956854838709678,"[7, 2, 18, 41]","[13900000000, 13900000000]"
27586971,50644,Dán mụn COSRX Acne Pimple Master Patch,"['#CLEAR FIT (đen)', '#ACNE PIMPLE (đỏ)', '#AC COLLECTION (mới)']",COSRX,TP. Hồ Chí Minh,3357,275,4.961840041819133,"[8, 2, 6, 26]","[5300000000, 7900000000]"
1270349764,249374,Kem Giảm Mụn Ẩn La Roche Posay Effaclar Duo+ 40ml - Cila House,[''],LA ROCHE-POSAY,Hà Nội,11235,194,4.954347096341054,"[5, 3, 12, 83]","[30900000000, 30900000000]"
2264259644,140591350,Nước khoáng dưỡng da Bio-Water Bio-Essence Water Energizing Water 30ml,[''],BIO - ESSENCE,TP. Hồ Chí Minh,3492,192,4.954396325459317,"[7, 3, 23, 56]","[8500000000, 8500000000]"
3919832776,232374172,Paula's Choice BHA 2% Body Treatment - Kem dưỡng thể Paulas Choice BHA 2% Weightless Body Treatment,"['Full size - 210ml ', 'Mini size - 60ml']",Paula's Choice,TP. Hồ Chí Minh,14353,181,4.976780185758514,"[1, 0, 1, 9]","[71900000000, 71900000000]"
3503035824,157995825,"Tinh Chất Vitamin C Giúp Mờ Thâm Nám, Trắng Sáng Dành Cho Da Nhạy Cảm Klairs Freshly",[''],"Dear, Klairs",TP. Hồ Chí Minh,8760,158,4.979416809605489,"[0, 0, 1, 10]","[24900000000, 24900000000]"
